username,language,isInfluencer,profession,isBank,isViral,hashtags
iAliMurtaza,en,0,unknown,0,0,"['ENGLAND', 'ECB', 'Cricket']"
EuroSavant,en,0,unknown,0,0,['ECB']
ct_hindi,hi,0,unknown,0,0,"['ECB', 'engalndcricket', 'BreakingNews', 'cricket', 'BrendonMcCullum']"
crick3data,en,0,unknown,0,0,"['ENGLAND', 'ECB', 'IPL2022']"
JUSTIN_AVFC_,en,0,unknown,0,0,['ECB']
SanctionsAml,en,0,unknown,0,0,"['EUR', 'USD', 'Euro', 'ECB', 'Eurozone', 'inflation', 'UK', 'Brexit', 'Russian', 'oilandgas', 'Russia', 'WARINUKRAINE', 'USA', 'EU', 'sanctions', 'Russia', 'Ukraine']"
HugoHaasen,nl,0,unknown,0,0,"['EU', 'ECB']"
Marcozanni86,it,0,unknown,0,0,['ECB']
ma_ozdemir,tr,0,unknown,0,0,"['Avrupa', 'ECB']"
KevinLaffey3,en,0,finance expert,0,0,"['EmbargoRussianOil', 'centralbanks', 'monetarypolicy', 'ECB', 'Energy', 'markets', 'commodities', 'economics', 'crudeoil', 'fuel', 'NaturalGas', 'inflation']"
GlosGrowlers,en,0,unknown,0,0,"['Cricket', 'vicricket', 'ecb', 'britishblindsport']"
dorsetdolphins,0,0,0,0,0,0
21millionism,en,0,unknown,0,0,"['Euro', 'USD', 'ECB']"
AvramisDespotis,en,0,unknown,0,0,"['ECB', 'bank']"
plebshateme,en,0,unknown,0,0,['ecb']
apara_tv,tr,0,unknown,0,0,"['ECB', 'FED', 'ekonomi', 'APara']"
PaulHannon29,en,0,unknown,0,0,['ECB']
FXstreetReports,en,0,analyst,0,0,"['EURUSD', 'ECB', 'Technical', 'Inflation']"
forexanalytix,en,0,unknown,0,0,"['ECB', 'FED']"
Goldbroker_com,en,0,finance expert,0,0,"['recession', 'economy', 'Europe', 'ECB', 'Lagarde']"
sosyalfx,tr,0,unknown,0,0,"['ecb', 'eurusd', 'eurgbp', 'enflasyon', 'faiz']"
FXStreetnewsae,ar,0,unknown,0,0,"['EURGBP', 'BOE', 'ECB', 'BankStocks']"
HedefCapital,tr,0,unknown,0,0,"['ecb', 'eurusd', 'eurgbp', 'enflasyon', 'faiz']"
forexanalytix,en,0,unknown,0,0,"['ECB', 'APP', 'inflation']"
fxstreetnewsid,id,0,unknown,0,0,"['EURGBP', 'BOE', 'ECB', 'BankStocks']"
ca_indosuez,en,0,unknown,0,0,"['inflation', 'US', 'Indosuez', 'centralbanks', 'macro', 'rates', 'recession', 'monetarypolicy', 'Fed', 'ECB']"
fxstreetnewsid,id,0,unknown,0,0,"['EURUSD', 'Banks', 'ECB', 'Growth', 'RussianFederation']"
Raja_Diljanni,en,0,politics,0,0,"['ECP_Selection_Commission_of_Pakistan', 'امپورٹڈ__حکومت__نامنظور', 'PTIFamily', 'ECB']"
edkloosterhuis,nl,0,unknown,0,0,"['ECB', 'bunds', 'globalisten']"
fxstreetcn,vi,0,unknown,0,0,"['EURGBP', 'BOE', 'ECB', 'BankStocks']"
Linda_NFTGirl,en,0,finance expert,0,0,"['ECB', 'IMF']"
BMmBanku,it,0,unknown,0,0,"['EURUSD', 'FederalReserve', 'ECB', 'CPI', 'WallStreet', 'NASDAQ', 'Forex', 'mForex']"
FXStreetNews,en,0,unknown,0,0,"['EURGBP', 'BOE', 'ECB', 'BankStocks']"
Entrepreneurix,nl,0,unknown,0,0,"['ECB', 'Rente']"
ftdlimited,en,0,unknown,0,0,"['ECB', 'Europe', 'CentralBanks', 'inflation', 'interestrates', 'dailynews', 'dailyupdate']"
trias_politica,en,0,finance expert,0,0,"['inflatie', 'ECB']"
jvanovertveldt,0,0,0,0,0,0
fxstreetnewsid,id,0,supporter,0,0,"['EURUSD', 'ECB', 'Banks']"
CantillonCH,en,0,finance expert,0,0,"['Germany', 'agriculture', 'ECB', 'NATO', 'food', 'feed', 'fuel', 'fertilizer', 'famine']"
xbaratt,fa,0,unknown,0,0,"['ECB', 'EUR']"
sosyalfx,tr,0,unknown,0,0,"['ecb', 'crypto', 'kripto', 'bitcoin']"
HedefCapital,tr,0,unknown,0,0,"['ecb', 'crypto', 'kripto', 'bitcoin']"
fxstreetcn,en,0,unknown,0,0,"['EURUSD', 'Banks', 'ECB', 'Growth', 'RussianFederation']"
FXStreetNews,en,0,unknown,0,0,"['EURUSD', 'Banks', 'ECB', 'Growth', 'RussianFederation']"
FXstreetReports,en,0,analyst,0,0,"['EURUSD', 'ECB', 'Fed', 'ElliottWave', 'Technical']"
GregaHorvatFX,0,0,0,0,0,0
trias_politica,af,0,unknown,0,0,"['inflatie', 'ECB']"
tapasije,en,0,unknown,0,0,"['ECB', 'Fed', 'Euro']"
pavantalla31,en,0,unknown,0,0,['ECB']
SchuermannChris,en,0,unknown,0,0,"['Euro', 'Dollar', 'Eurozone', 'Inflation', 'ECB']"
mtmalinen,en,0,finance expert,0,0,"['ECB', 'Fed', 'inflation', 'stockmarketcrash']"
EpochTimes,0,0,0,0,0,0
InvariantPersp1,en,0,unknown,0,0,"['recession', 'Global', 'Liquidity', 'Squeeze', 'ECB', 'FX', 'forex']"
S_G_Amundi,en,0,unknown,0,0,"['ECB', 'Fed']"
peterrichardbro,en,0,unknown,0,0,"['EnglandCricket', 'ECB']"
HugoHaasen,nl,0,unknown,0,0,"['NoordWestEuropa', 'ECB', 'BegrensEuropa']"
MukMaurice,fr,0,finance expert,0,0,"['Finance', 'marketcrash', 'Fed', 'ecb', 'Economie', 'economy', 'EconomicCrisisLK']"
TradeAll,tr,0,unknown,0,0,"['ECB', 'faiz', 'Euro', 'enflasyon']"
fxstreetnewsid,id,0,unknown,0,0,"['ECB', 'InterestRate', 'EURUSD', 'Banks']"
UmutOzdamarlar,tr,0,unknown,0,0,"['ECB', 'FED']"
VolkRegeert,en,0,finance expert,0,0,"['eu', 'ecb', 'INFLATION', 'PIGS', 'economy', 'euSSR', 'euro', 'merci', 'lagarde', 'NEXIT', 'cryptocrash', 'Bitcoin', 'crypto']"
bjoernoliver,de,0,unknown,0,0,"['ECB', 'EZB']"
hejost67,en,0,unknown,0,0,"['interest', 'covid', 'fed', 'ecb']"
priya_candy_,en,0,unknown,0,0,"['india', 'IPL', 'RajasthanRoyals', 'ChennaiSuperKings', 'BCCI', 'ECB', 'samcurran', 'samcurranfans', 'IPL2022']"
CurranSM,0,0,0,0,0,0
yuzi_chahal,0,0,0,0,0,0
DhanashreeVerma,0,0,0,0,0,0
godbole17,en,0,unknown,0,0,"['yuan', 'EURCNY', 'ECB']"
thesonofsports,en,0,supporter,0,0,"['BrendonMcCullum', 'ENGLAND', 'ECB', 'Stokes']"
InfowayM,en,0,unknown,0,0,"['ECB', 'euro']"
fxstreetcn,de,0,unknown,0,0,"['ECB', 'InterestRate', 'EURUSD', 'Banks']"
FXStreetNews,en,0,unknown,0,0,"['ECB', 'InterestRate', 'EURUSD', 'Banks']"
vpbank,en,0,analyst,0,0,"['ECB', 'analysis']"
fxstreetnewsid,id,0,unknown,0,0,"['EURUSD', 'Inflation', 'ECB', 'Fed', 'RiskAppetite']"
AlexWitzleben,en,0,unknown,0,0,"['ChristineLagarde', 'ECB', 'inflation']"
mayumi_shiota,ja,0,unknown,0,0,"['ラガルド総裁', 'ECB']"
EwoutJansen,nl,0,unknown,0,0,"['ECB', 'inflatie', 'EU', 'euro', 'Knot']"
FXstreetReports,en,0,finance expert,0,0,"['Inflation', 'Macroeconomics', 'Intermarket', 'UnitedStates', 'ECB']"
InsightviewEu,da,0,unknown,0,0,"['ECB', 'Lagarde', 'inflation', 'Ukraine', 'dkpol', 'dkbiz', 'moneyprinting', 'eupol']"
SpanishPablo,en,0,unknown,0,0,"['wonk', 'ECB', 'inflation']"
fxstreetnewsid,id,0,unknown,0,0,"['EURGBP', 'ECB', 'GDP', 'RiskAppetite', 'BOE']"
FXStreetNews,en,0,unknown,0,0,"['EURGBP', 'ECB', 'GDP', 'RiskAppetite', 'BOE']"
scalper432,nl,0,unknown,0,0,"['EURUSD', 'ecb', 'gazprom']"
scalper432,en,0,unknown,0,0,"['eurusd', 'gazprom', 'banking', 'shanghai', 'hongkong', 'ecb', 'CPI', 'FOMC']"
heenheen,ja,0,unknown,0,0,"['ECB', '政策金利', '利上げ', 'ユーロ圏', '金融政策', '為替', 'FX', '投資初心者さんと繋がりたい', '投資家と繋がりたい', '相場']"
MainpalVarma,en,0,analyst,0,0,"['greame_swan', 'ipllive2022', 'bcci', 'ECB', 'barmy_army']"
Swannyg66,0,0,0,0,0,0
StarSportsIndia,0,0,0,0,0,0
SriBirasal,en,0,unknown,0,0,"['ECB', 'IPL2022']"
tridentxhodler,en,0,unknown,0,0,"['ECB', 'FED', 'Hindenburg', 'Zeppelin']"
willemijn_arjen,en,0,finance expert,0,0,"['Bitcoin', 'markets', 'Fed', 'ECB', 'China']"
47leakiM,fi,0,unknown,0,0,"['ekp', 'ecb', 'keskuspankkisosialismi']"
hsfi,0,0,0,0,0,0
Arquez13,0,0,0,0,0,0
MukMaurice,en,0,unknown,0,0,"['inflation', 'Money', 'USDT', 'USA', 'FederalBank', 'ECB', 'Economie', 'China', 'Chine', 'France', 'Europe']"
MukMaurice,en,0,finance expert,0,0,"['inflation', 'ECB', 'FederalReserve', 'Crypto', 'Ethereum', 'ETF', 'market', 'USA', 'Eurovision', 'France']"
Jolywood,en,0,unknown,0,0,['ECB']
guerillacricket,0,0,0,0,0,0
MonjiMu,ja,0,unknown,0,0,"['ECB', '利上げ']"
ErikSteiner8,en,0,unknown,0,0,"['SP500', 'SPX500', 'SPX', 'tesla', 'ecb', 'rba', 'boe', 'rbi', 'fed']"
MalayaSingapore,en,0,unknown,0,0,"['EURUSD', 'eurozone', 'QuantitativeEasing', 'ECB', 'EU', 'Euro', 'skynews', 'bbcnews', 'bbcworld']"
ie_cricket,en,0,curious,0,0,"['cricket', 'ecb', 'neverlearn']"
thealphaswarmer,en,0,unknown,0,0,"['Bitcoin', 'regulation', 'Fed', 'ECB', 'IMF', 'WorldBank']"
MikePatersonFX,en,0,supporter,0,0,"['ECB', 'SNB']"
AlyaJenner2,nl,0,unknown,0,0,"['eurocrisis', 'spreads', 'ecb', 'schuldencrisis']"
Cheets18,en,0,unknown,0,0,"['ECB', 'cricketbadger']"
andyjparry,en,0,unknown,0,0,"['ecb', 'cricket', 'england']"
uk_investing,en,0,unknown,0,0,"['ecb', 'BoE', 'rateshike', 'monetarypolicy', 'centralbanks']"
aajdigital,ur,0,unknown,0,0,"['PCB', 'MuhammadRizwan', 'cricketindia', 'ECB']"
Vashik007,cs,0,unknown,0,0,"['Inflace', 'recese', 'ECB', 'Eurozóna', 'EU', 'ID']"
Jansatta,hi,0,unknown,0,0,"['IPL2022', 'BrendonMcCullum', 'ShahRukhKhan', 'KKR', 'ECB', 'England', 'CricketNews']"
AndersonAfDMdEP,en,0,unknown,0,0,"['Inflation', 'recession', 'ECB', 'Eurozone', 'EU', 'ID']"
xglobalmarkets,en,0,finance expert,0,0,"['XGlobalMarkets', 'Italy', 'ECB']"
FabrizieF,en,0,unknown,0,0,"['ECB', 'Fed', 'Amundi']"
CDNewsDispatch,en,0,unknown,0,0,"['ECB', 'Villeroy']"
GFXFTs,en,0,unknown,0,0,"['ECB', 'Dax', 'STOXX', 'inflation', 'EconTwitter', 'fintwit']"
DGlanzGermany,ja,0,unknown,0,0,"['フランクフルト', 'ドイツ駐在', 'ドイツ赴任', 'ドイツ移住', 'ECB']"
HarryNwd,nl,0,unknown,0,0,"['ECB', 'renteverhoging']"
fxstreetnewsvn,vi,0,unknown,0,0,"['EURCHF', 'SNB', 'ECB', 'Banks', 'USDCHF']"
aajdigital,ur,0,unknown,0,0,"['HassanAli', 'JamesAnderson', 'ECB', 'cricket']"
Hank69Moody,en,0,unknown,0,0,"['ecb', 'lagarde', 'Cryptocrash', 'cryptotrading', 'Bitcoin']"
BoilerRoomTweet,en,0,finance expert,0,0,"['Lagarde', 'market', 'ECB', 'policy', 'rate', 'euro', 'inflation', 'energy', 'cnbc', 'centralbanks', 'fiat', 'mkt']"
davidwmarsh,en,0,unknown,0,0,"['Nagel', 'Bundesbank', 'ECB']"
europanu,nl,0,unknown,0,0,"['ECB', 'eu']"
kaibaumgartner,en,0,unknown,0,0,"['ECB', 'Lagarde']"
ghattas1994,de,0,unknown,0,0,"['ECB', 'EURUSD']"
LiveSquawk,en,0,analyst,0,0,['ECB']
CityIndex,en,0,unknown,0,0,"['ECB', 'Lagarde', 'inflation', 'EURUSD']"
JoeP_FOREXcom,en,0,unknown,0,0,"['ECB', 'Lagarde', 'inflation', 'EURUSD']"
CEMLA,es,0,unknown,0,0,"['joachimnagel', 'ecb']"
bancodeportugal,0,0,0,0,0,0
el_BID,0,0,0,0,0,0
SportzFront,en,0,unknown,0,0,"['England', 'ECB', 'englandcricket', 'ThreeLions']"
JDrake45902915,fr,0,unknown,0,0,"['BCE', 'ECB', 'EU', 'UE', 'Euro']"
fxstreetnewsid,id,0,unknown,0,0,"['EURCHF', 'SNB', 'ECB', 'Banks', 'USDCHF']"
What_theSports,en,0,unknown,0,0,"['wts', 'cricket', 'icc', 'ecb', 'england', 'newzealand', 'brendonmcullum']"
kriptowaw,tr,0,unknown,0,0,['ECB']
eXirano,en,0,unknown,0,0,"['Fed', 'IMF', 'ECB', 'WEF']"
ksicrypto,0,0,0,0,0,0
miwatti333,ja,0,unknown,0,0,"['ECB', 'ビルロワデガロー仏中銀総裁', '想定', '夏', 'FX', 'EA', '自動売買']"
JDrake45902915,fr,0,unknown,0,0,"['Euro', 'BCE', 'ECB', 'EU', 'UE']"
fxstreetcn,vi,0,unknown,0,0,"['EURCHF', 'SNB', 'ECB', 'Banks', 'USDCHF']"
MTSInsights,en,0,unknown,0,0,"['ECB', 'climate']"
FXStreetNews,en,0,unknown,0,0,"['EURCHF', 'SNB', 'ECB', 'Banks', 'USDCHF']"
apnnewsindia,en,0,unknown,0,0,"['ECB', 'BrendonMcCullum', 'KKR', 'IPL2022']"
BartBrands1982,nl,0,unknown,0,0,"['KlaasKnot', 'DNB', 'ECB']"
indepen_media,0,0,0,0,0,0
Akkienl,af,0,unknown,0,0,['ECB']
rwesthoek,0,0,0,0,0,0
DeVijlder,en,0,unknown,0,0,"['Central', 'FederalReserve', 'ECB', 'BankOfEngland']"
10WallStreet,en,0,unknown,0,0,"['FED', 'WallStreet', 'MainStreet', 'msnbc', 'foxnews', 'nytimes', 'cnn', 'wsj', 'cnbc', 'politico', 'huffpost', 'newsmax', 'gop', 'npr', 'fox', 'nyt', 'wapo', 'nbc', 'cbs', 'ecb', 'drudge', 'eu']"
BoilerRoomTweet,en,0,unknown,0,0,"['CPI', 'Inflation', 'cpiinflationcaluator', 'centralbanks', 'federalreserve', 'money', 'fiat', 'powell', 'ecb', 'europe', 'moneysupply', 'mkt']"
EdgarasMasc,en,0,unknown,0,0,"['Inflation', 'ECB']"
PaulSommerville,en,0,unknown,0,0,"['ECB', 'inflation']"
richeandujar,en,0,finance expert,0,0,"['BOE', 'ECB', 'money', 'markets', 'finance', 'investing']"
10WallStreet,en,0,unknown,0,0,"['FED', 'Inflation', 'FEDPut', 'WallStreet', 'MainStreet', 'Economists', 'msnbc', 'foxnews', 'nytimes', 'cnn', 'wsj', 'cnbc', 'politico', 'huffpost', 'newsmax', 'gop', 'npr', 'fox', 'nyt', 'wapo', 'nbc', 'cbs', 'bbc', 'EU', 'g7', 'ecb', 'nyc']"
10WallStreet,en,0,finance expert,0,0,"['Inflation', 'WageSpiral', 'msnbc', 'foxnews', 'nytimes', 'cnn', 'wsj', 'cnbc', 'politico', 'huffpost', 'newsmax', 'gop', 'npr', 'fox', 'nyt', 'wapo', 'nbc', 'fed', 'ecb']"
oriaen,ja,0,unknown,0,0,"['ヨーロッパ中央銀行', 'ECB']"
CavaggioniMario,en,0,unknown,0,0,"['ECB', 'ECB']"
FXstreetReports,en,0,unknown,0,0,"['ECB', 'Currencies', 'Macroeconomics', 'CPI']"
eXirano,en,0,supporter,0,0,"['Terra', 'stabelecoin', 'Bitcoin', 'crypto', 'Fed', 'IMF', 'ECB', 'WEF']"
terra_money,0,0,0,0,0,0
stablekwon,0,0,0,0,0,0
FX_OL_NET,ja,0,unknown,0,0,"['ECB', 'ビルロワデガロー仏中銀総裁', '想定', '夏']"
10WallStreet,en,0,unknown,0,0,"['401ks', 'FED', 'msnbc', 'foxnews', 'nytimes', 'cnn', 'wsj', 'cnbc', 'politico', 'huffpost', 'newsmax', 'gop', 'npr', 'fox', 'nyt', 'wapo', 'nbc', 'cbs', 'wallstreet', 'retirement', 'fed', 'ecb', 'eu', 'socialsecurity', 'biden', 'nyc']"
SakalMediaNews,mr,0,unknown,0,0,"['KKR', 'Coach', 'BrendonMcCullum', 'IPL2022', 'England', 'ECB']"
AdeFrutosCasado,es,0,unknown,0,0,"['Sentimientoinversor', 'China', 'Fed', 'ECB', 'Bancoscentrales', 'Inflación', 'IPCUSA', 'IPC', 'asesoramientofinanciero', 'EducacionFinanciera']"
10WallStreet,en,0,unknown,0,0,"['MainStreet', 'FEDPut', 'Inflation', 'WallStreet', 'msnbc', 'foxnews', 'nytimes', 'cnn', 'wsj', 'cnbc', 'politico', 'huffpost', 'newsmax', 'gop', 'npr', 'fox', 'nyt', 'wapo', 'nbc', 'cbs', 'fed', 'ecb', 'eu', 'china', 'gigjobs', 'powellput', 'oil', 'gasprices', 'nyc', 'biden']"
VolkRegeert,en,0,unknown,0,0,"['eu', 'debt', 'PIGS', 'ECB']"
gbponz,en,0,unknown,0,0,"['IMF', 'Fed', 'ECB', 'CBDC']"
FXstreetReports,en,0,finance expert,0,0,"['CPI', 'Equities', 'Commodities', 'ECB', 'Intermarket']"
AfricaTembelea,en,0,unknown,0,0,"['ECB', 'lagarde', 'Eurozone', 'interestrates']"
VirginMediaNews,en,0,unknown,0,0,"['VMNews', 'Ballymun', 'Oireachtas', 'ECB']"
PatriaCZ,cs,0,unknown,0,0,"['ECB', 'sazby', 'inflace', 'Lagarde']"
Trader_souradep,en,0,unknown,0,0,"['German', 'CPI', 'inflation', 'April', 'ECB']"
ZSMarkets,en,0,finance expert,0,0,"['Europe', 'ECB', 'FTSE100', 'German']"
ArgaamPlus,en,0,unknown,0,0,['ECB']
CricketNDTV,en,0,analyst,0,0,"['BrendonMcCullum', 'ECB']"
CryptoChihiro,en,0,unknown,0,0,"['ECB', 'EZB', 'Inflation']"
nickridgway103,en,0,unknown,0,0,"['stokes', 'mccullum', 'ECB']"
SanctionsAml,en,0,unknown,0,0,"['ECB', 'Lagarde', 'QE', 'bond', 'interestrates', 'Eurozone', 'inflation', 'Russia', 'Ukraine', 'war', 'China', 'COVID', 'lockdowns', 'EU']"
Pal_Finance,en,0,analyst,0,0,"['ECB', 'Christine_Lagarde', 'EUR', 'DAX', 'Stock_Market', 'Fundamental_Analysis', 'Pal_Fx_News']"
Francesc_Forex,en,0,finance expert,0,0,"['EUR', 'ECB', 'EURUSD']"
FoppeKooistra1,nl,0,unknown,0,0,"['Macron', 'Lagarde', 'fraudezaak', 'ECB', 'Gotspe']"
JadwigajmvSolar,0,0,0,0,0,0
TimminsBear,en,0,unknown,0,0,"['ECB', 'banksters']"
Francesc_Forex,en,0,unknown,0,0,"['ECB', 'interestrates', 'eurozone', 'euroarea', 'EUR', 'euro', 'forex', 'forexprofit']"
Master2001_3,it,0,unknown,0,0,"['Sanzioni', 'Russia', 'BCE', 'ECB', 'RussianUkrainianWar']"
Francesc_Forex,en,0,unknown,0,0,"['Eurozone', 'ECB', 'ECB', 'forex', 'Euro']"
NickWalterson,en,0,unknown,0,0,"['EURUSD', 'EURUSD', 'ECB', 'USD', 'inflation', 'EU', 'forex', 'fx', 'stocks', 'commodities', 'industry']"
StockBondTrader,en,0,finance expert,0,0,"['FT', 'ECB', 'rates', 'Inflation', 'Germany', 'Eurozone', 'ECB', 'Markets', 'Trading', 'Yields']"
jkuster3,nl,0,unknown,0,0,"['coronamaatregelen', 'ECB']"
Vlinder73523648,0,0,0,0,0,0
Oriental__Beat,0,0,0,0,0,0
DonArturito,0,0,0,0,0,0
cricketdna1,en,0,unknown,0,0,['ECB']
SeanKellyMEP,0,0,0,0,0,0
LeMonde_EN,en,0,finance expert,0,0,"['EuropeanCentralBank', 'Lagarde']"
SZnewsRo,en,0,unknown,0,0,['ECB']
Francesc_Forex,en,0,unknown,0,0,"['Centralbank', 'ECB', 'Fed', 'earnings']"
PositiveMoneyEU,en,0,finance expert,0,0,"['ECB', 'RenovationWave']"
UureeB,0,0,0,0,0,0
whatisbestnow,en,0,unknown,0,0,"['Best', 'business', 'app', 'europeancentralbank', 'federalreserve', 'interestrates', 'christinelagarde', 'squawkbox', 'worldnews', 'economistvideos']"
whatisbestnow,en,0,unknown,0,0,"['Best', 'business', 'europeancentralbank', 'federalreserve', 'interestrates', 'christinelagarde', 'squawkbox', 'worldnews', 'economistvideos']"
BestTLD,en,0,unknown,0,0,"['app', 'Best', 'business', 'europeancentralbank', 'federalreserve', 'interestrates', 'christinelagarde', 'squawkbox', 'worldnews', 'economistvideos']"
BestTLD,en,0,unknown,0,0,"['Best', 'business', 'europeancentralbank', 'federalreserve', 'interestrates', 'christinelagarde', 'squawkbox', 'worldnews', 'economistvideos']"
FremontCyril,en,0,unknown,0,0,"['Best', 'business', 'europeancentralbank', 'federalreserve', 'interestrates', 'christinelagarde', 'squawkbox', 'worldnews', 'economistvideos']"
LeeMWickstead,en,0,unknown,0,0,"['ecb', 'england']"
InsiderGrNews,el,0,unknown,0,0,['ECB']
LeeMWickstead,en,0,unknown,0,0,"['ecb', 'england', 'englandcricket']"
TheIndexToday,en,0,unknown,0,0,"['ECB', 'RateHike', 'InterestRate']"
FngFinancial,en,0,unknown,0,0,"['ECB', 'bond', 'stimulus', 'programme', 'ECB', 'President', 'ChristineLagarde']"
alan_kooper,cs,0,unknown,0,0,"['DE', 'CPI', 'US', 'CPI', 'ECB']"
Amundi_ENG,en,0,analyst,0,0,"['Press', 'ECB', 'Fed']"
TMReserve,en,0,finance expert,0,0,"['Lagarde', 'ECB', 'TMRnews', 'TMRworld', 'market', 'EU']"
FXstreetReports,en,0,analyst,0,0,"['DollarIndex', 'CPI', 'ECB', 'Technical']"
IrishMarktWatch,en,0,finance expert,0,0,"['ECB', 'interestrates', 'markets']"
AFP,0,0,0,0,0,0
Solonechope,nl,0,unknown,0,0,"['ponzischeme', 'ecb', 'TaxTheRich', 'justiceforall']"
kediaadvisory,en,0,unknown,0,0,"['ECB', 'Kediaupdtes']"
KudretAyyldr,tr,0,unknown,0,0,"['ECB', 'Lagarde']"
CapitalGian,en,0,unknown,0,0,"['ngmi', 'ecb']"
apara_tv,tr,0,unknown,0,0,"['SONDAKIKA', 'Lagarde', 'ECB', 'enflasyon']"
xglobalmarkets,en,0,unknown,0,0,"['ECB', 'INFLATION', 'GERMAN']"
Vasja_Ivancic,es,0,unknown,0,0,"['lagarde', 'preseren', 'ECB']"
BankaSlovenije,0,0,0,0,0,0
_FinancialWorld,en,0,unknown,0,0,"['ECB', 'interestrates', 'inflation', 'pay', 'employment', 'productivity', 'growth', 'EU', 'Euro']"
Belobabafund,en,0,finance expert,0,0,"['recession', 'ecb', 'Inflationsrate', 'money', 'economy']"
AdrianAdriione,0,0,0,0,0,0
fxstreetnewsid,id,0,unknown,0,0,"['ECB', 'CentralBanks', 'Inflation', 'EURUSD', 'InterestRate']"
bundesbank,en,0,finance expert,0,0,"['JoachimNagel', 'interestrates', 'ecb', 'monetarypolicy', 'CMC2022']"
dzbank,0,0,0,0,0,0
vdBroeke1,en,0,unknown,0,0,"['ECB', 'euro']"
fxstreetcn,en,0,unknown,0,0,"['ECB', 'CentralBanks', 'Inflation', 'EURUSD', 'InterestRate']"
Solonechope,en,0,unknown,0,0,"['ponzischeme', 'ecb']"
FXStreetNews,en,0,unknown,0,0,"['ECB', 'CentralBanks', 'Inflation', 'EURUSD', 'InterestRate']"
bundesbank,en,0,finance expert,0,0,"['JoachimNagel', 'ecb', 'monetarypolicy', 'CMC2022']"
fxstreetnewsid,de,0,unknown,0,0,"['EURUSD', 'ECB', 'RussianFederation', 'Banks']"
FXStreetNews,en,0,unknown,0,0,"['EURUSD', 'ECB', 'RussianFederation', 'Banks']"
AlbionusE,en,0,unknown,0,0,"['JoeBiden', 'IMF', 'Worldbank', 'ECB', 'bankofamerica', 'BlackRock']"
_NoFearr_,tr,0,unknown,0,0,"['Euro', 'Ecb']"
4t_trading,en,0,unknown,0,0,"['ECB', '4T', 'trading', '4ttrading']"
giovanni_farese,en,0,unknown,0,0,"['euro', 'dollar', 'exchange', 'rate', 'inflation', 'ECB', 'fiscal', 'EU']"
InvariantPersp1,en,0,unknown,0,0,"['recession', 'ECB', 'inflation', 'CPI']"
fxstreetcn,ro,0,unknown,0,0,"['EURGBP', 'ECB', 'Brexit', 'Inflation', 'Eurozone']"
mantas779,en,0,unknown,0,0,['ecb']
MunirulHaq2,en,0,unknown,0,0,['ECB']
TradersCom,en,0,unknown,0,0,"['ECB', 'bunds', 'EUR']"
Capital_Hungry,de,0,unknown,0,0,"['News', 'Forex', 'DEBT', 'ECB']"
fxstreetnewsid,de,0,unknown,0,0,"['EURGBP', 'ECB', 'Brexit', 'Inflation', 'Eurozone']"
Capital_Hungry,en,0,finance expert,0,0,"['News', 'Forex', 'ECB', 'UKRAINE', 'FRENCH']"
IExpressSports,en,0,unknown,0,0,"['BrendonMcCullum', 'ECB']"
apara_tv,tr,0,unknown,0,0,"['ECB', 'faiz', 'finans', 'gündem']"
FXStreetNews,en,0,supporter,0,0,"['EURGBP', 'ECB', 'Brexit', 'Inflation', 'Eurozone']"
saksivarnan,en,0,conspiracy theorist,0,0,"['blackout', 'ECB', 'lka', 'SriLanka']"
annisha_sheikh,en,0,analyst,0,0,"['EURO', 'ECB', 'USD', 'Cryptocrash']"
C_Barraud,en,0,politics,0,0,['ECB']
justbuyforever,en,0,unknown,0,0,['ECB']
fxstreetnewsid,id,0,unknown,0,0,"['EURUSD', 'Fed', 'ECB', 'Inflation', 'Growth']"
fxstreetcn,en,0,unknown,0,0,"['EURUSD', 'Fed', 'ECB', 'Inflation', 'Growth']"
GuntherSchnabl,en,0,finance expert,0,0,"['ECB', 'IsabelSchnabel']"
FXStreetNews,en,0,unknown,0,0,"['EURUSD', 'Fed', 'ECB', 'Inflation', 'Growth']"
fxstreetnewsid,id,0,unknown,0,0,"['DollarIndex', 'Fed', 'Inflation', 'ECB', 'InterestRate']"
FXStreetNews,en,0,unknown,0,0,"['DollarIndex', 'Fed', 'Inflation', 'ECB', 'InterestRate']"
fxstreetnewsid,id,0,unknown,0,0,"['EURUSD', 'Fed', 'ECB', 'Inflation', 'RiskAppetite']"
leadlagreport,en,0,finance expert,0,0,"['economy', 'ECB']"
FXStreetNews,en,0,finance expert,0,0,"['EURUSD', 'Fed', 'ECB', 'Inflation', 'RiskAppetite']"
YANICKJETHA,en,0,unknown,0,0,"['ECB', 'CPI', 'EURUSD']"
FXStreetNews,en,0,unknown,0,0,"['EURJPY', 'Inflation', 'BOJ', 'ECB', 'InterestRate']"
KaiunKitayama,ja,0,unknown,0,0,"['ECB', '利上げ', 'ユーロ圧迫', 'NY為替', '指摘', '期待']"
tirohamchan,ja,0,unknown,0,0,"['FED', 'ECB']"
agorascripts,ja,0,unknown,0,0,"['ECB', '利上げ', 'ユーロ圧迫', 'NY為替', '指摘', '期待']"
EelcoHoecke,nl,0,unknown,0,0,"['schuldencrisis', 'eu', 'ECB', 'EU']"
el_vicente,nl,0,unknown,0,0,"['ECB', 'eu']"
sageuk,0,0,0,0,0,0
mcantalapiedra,es,0,unknown,0,0,"['TiposDeInterés', 'BCE', 'ECB']"
