conversation_id,username,tweet_text,tweet_date,retweet_count,like_count,view_count,cash_tags,hashtags,mentionned_users,quoted_tweet,place,vibe,card
1623796880277704704,federalreserve,"The @federalreserve promotes a safe, sound, &amp; efficient banking system that supports the U.S. economy through its supervision &amp; regulation of banks. As part of those efforts, the @federalreserve conducts annual stress tests. (1/4) https://t.co/MEUQ7YIe5E",2023-02-09 21:31:59+00:00,25,83,66932,,,"[User(username='federalreserve', id=26538229, displayname='Federal Reserve', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='federalreserve', id=26538229, displayname='Federal Reserve', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,
1623760652580921346,federalreserve,"Having an issue with your bank?  Did your credit card company close your account without warning?  Did an online merchant refuse to send your purchase after they took your money?  Know your rights as a consumer!  Learn more here:
https://t.co/x1ncRCHF7Y
https://t.co/WFcdPtfXIn",2023-02-09 19:08:02+00:00,15,48,28904,,,,,,,"PlayerCard(title='Consumer Complaints', url='https://youtu.be/g1bHPx3ZXQY', description='Are you having an issue with your bank? Did your credit card company close your account without warning? Did an online merchant refuse to send your purchas...', imageUrl='https://pbs.twimg.com/card_img/1625570324078071840/biLHQcRR?format=jpg&name=orig', siteUser=User(username='YouTube', id=10228272, displayname='YouTube', rawDescription='like and subscribe.', renderedDescription='like and subscribe.', descriptionLinks=None, verified=True, created=datetime.datetime(2007, 11, 13, 21, 43, 46, tzinfo=datetime.timezone.utc), followersCount=78667609, friendsCount=1192, statusesCount=51086, favouritesCount=6150, listedCount=80155, mediaCount=15141, location='San Bruno, CA', protected=False, link=TextLink(text='youtube.com', url='http://youtube.com', tcourl='https://t.co/bUisN3Y1A6', indices=(0, 23)), profileImageUrl='https://pbs.twimg.com/profile_images/1427292844612595720/RC1YSvuT_normal.jpg', profileBannerUrl='https://pbs.twimg.com/profile_banners/10228272/1670547873', label=None))"
1623404789986996225,federalreserve,"#FedFAQ:  I received a suspicious-looking e-mail that claims to be from the Federal Reserve. Is it a scam?
Learn more:
https://t.co/0b1Bgmhy3y https://t.co/jZ2kLIjYKp",2023-02-08 19:33:57+00:00,8,34,30404,,['FedFAQ'],,,,,
1623393490393526272,federalreserve,Learn more about Governor Waller: https://t.co/x9pLY09hPB,2023-02-08 18:51:17+00:00,4,10,16554,,,,,,,
1623393490393526272,federalreserve,"Speech by Governor Waller on the economic outlook: https://t.co/HNoKYJdRlA
Watch live: https://t.co/GToSgtIIMd",2023-02-08 18:49:03+00:00,11,30,33418,,,,,,,"SummaryCard(title='Speech by Governor Waller on the economic outlook', url='https://www.federalreserve.gov/newsevents/speech/waller20230208a.htm', description='Thank you, Bert, and thank you for the opportunity to talk about where the economy is heading, what the Federal Reserve is doing to get inflation back down to', thumbnailUrl=None, siteUser=None, creatorUser=None)"
1623336178542936066,federalreserve,"Vice Chair for Supervision Barr participates in a conversation with students.
Watch live: https://t.co/oaUWsMejLO",2023-02-08 15:01:19+00:00,14,49,26843,,,,,,,"PlayerCard(title='Banking on Financial Inclusion: A Conversation with Students', url='https://www.youtube.com/watch?v=1jEMcGh9ie0', description=None, imageUrl='https://pbs.twimg.com/card_img/1624461316512440322/Q5JxvEbm?format=jpg&name=orig', siteUser=User(username='YouTube', id=10228272, displayname='YouTube', rawDescription='like and subscribe.', renderedDescription='like and subscribe.', descriptionLinks=None, verified=True, created=datetime.datetime(2007, 11, 13, 21, 43, 46, tzinfo=datetime.timezone.utc), followersCount=78667609, friendsCount=1192, statusesCount=51086, favouritesCount=6150, listedCount=80155, mediaCount=15141, location='San Bruno, CA', protected=False, link=TextLink(text='youtube.com', url='http://youtube.com', tcourl='https://t.co/bUisN3Y1A6', indices=(0, 23)), profileImageUrl='https://pbs.twimg.com/profile_images/1427292844612595720/RC1YSvuT_normal.jpg', profileBannerUrl='https://pbs.twimg.com/profile_banners/10228272/1670547873', label=None))"
1623049310211284996,federalreserve,Q4 consumer credit up 6.5%; revolving credit up 12%; nonrevolving credit up 4.8%; December consumer credit up 2.9% (SAAR) : https://t.co/Zujt3BAQll,2023-02-07 20:01:25+00:00,45,126,127125,,,,,,,
1623043234082455552,federalreserve,Learn more about Chair Powell: https://t.co/3kYVCuudso,2023-02-07 19:37:27+00:00,10,23,19936,,,,,,,
1623043234082455552,federalreserve,"Chair Powell participates in a conversation with David Rubenstein, Chairman of the Economic Club of Washington, D.C. https://t.co/Jnrlh0WISU",2023-02-07 19:37:16+00:00,68,279,89669,,,,,,,
1623034130165338122,federalreserve,Learn more about Vice Chair for Supervision Barr: https://t.co/AZsNWhkuJG,2023-02-07 19:01:38+00:00,2,13,16393,,,,,,,
